ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
532344,Softsol India Ltd,1990,₹338 Cr,Micro Cap,Software & IT Services,₹229,2.19%,₹187,₹555,22.43%,-58.75%,₹226,₹228,₹275,2.05%,4.33%,2.44%,1.76%,-17.64%,-26.23%,76.70%,668.55%,66,226,329,543,614,-87.84%,-58.37%,-39.36%,-89.25%,-63.18%,-46.37%,-11.57%,0.1,₹224,39,6,6,-2.50%
531533,Accedere Ltd,1983,₹31 Cr,Nano Cap,Software & IT Services,₹70,4.99%,₹62,₹104,11.97%,-32.79%,₹78,₹86,₹85,-0.19%,-7.21%,-19.69%,-7.48%,-24.87%,,132.90%,947.53%,164,995,1690,852,694,-80.75%,16.82%,98.33%,-76.36%,43.46%,143.56%,22.80%,0.2,₹67,449,0,,
519602,Kellton Tech Solutions Ltd,1993,"₹1,360 Cr",Small Cap,Software & IT Services,₹138,-2.75%,₹95,₹178,45.13%,-22.28%,₹136,₹129,₹133,-3.40%,-2.95%,-77.83%,-73.17%,-81.49%,-15.60%,-59.51%,35.27%,145371,107414,112218,95756,92346,51.81%,12.17%,17.19%,57.42%,16.32%,21.52%,3.69%,1.5,₹142,17,8,9,-9.44%
XELPMOC,Xelpmoc Design and Tech Ltd,2015,₹136 Cr,Micro Cap,Software & IT Services,₹92,1.05%,₹80,₹173,14.69%,-46.92%,₹93,₹95,₹113,0.76%,-0.20%,-3.13%,-14.67%,-29.48%,-18.56%,-45.35%,-22.68%,16985,8194,9504,9011,28692,88.50%,-9.06%,5.48%,-40.80%,-71.44%,-66.87%,-68.59%,1.9,₹91,,-5,,
543897,Sancode Technologies Ltd,2016,₹25 Cr,Nano Cap,Software & IT Services,₹61,4.99%,₹32,₹83,92.59%,-27.03%,₹55,₹51,₹55,4.99%,15.73%,14.39%,,10.17%,-7.77%,,,9000,6750,3750,3500,7177,157.14%,92.86%,7.14%,25.40%,-5.95%,-47.75%,-51.23%,2.8,₹58,29,2,2,40.67%
3IINFOLTD,3i Infotech Ltd,1993,₹408 Cr,Micro Cap,Software & IT Services,₹24,0.21%,₹20,₹39,19.58%,-38.13%,₹25,₹25,₹26,-1.31%,-5.66%,-6.93%,1.26%,-11.20%,-34.82%,-42.30%,880.82%,343189,384236,533069,559733,793968,-38.69%,-31.35%,-4.76%,-56.78%,-51.61%,-32.86%,-29.50%,0.6,₹24,16,1,2,-0.67%
538922,COSYN Ltd,1994,₹20 Cr,Nano Cap,Software & IT Services,₹27,4.98%,₹21,₹62,30.24%,-56.29%,₹26,₹26,₹34,3.85%,-3.65%,11.40%,11.64%,-32.28%,-34.23%,49.78%,14.00%,6631,8302,4116,2312,6403,186.85%,259.14%,78.06%,3.56%,29.66%,-35.72%,-63.90%,3.0,₹26,128,0,,
538713,Atishay Ltd,2000,₹146 Cr,Micro Cap,Software & IT Services,₹133,-1.30%,₹120,₹250,10.22%,-46.94%,₹134,₹140,₹178,-3.63%,2.31%,-1.18%,-22.19%,-39.78%,-0.75%,284.36%,,4830,21900,20715,19152,17677,-74.78%,14.35%,8.16%,-72.68%,23.89%,17.19%,8.35%,0.2,₹134,19,7,6,13.83%
517447,R S Software (India) Ltd,1987,₹223 Cr,Micro Cap,Software & IT Services,₹86,-2.00%,₹49,₹370,75.43%,-76.77%,₹82,₹70,₹127,-3.94%,-2.06%,18.83%,26.41%,-49.02%,-67.65%,205.91%,424.15%,3563,4031,3981,4661,10331,-23.56%,-13.52%,-14.60%,-65.51%,-60.98%,-61.47%,-54.88%,0.8,₹88,23,4,4,4.57%
TEJASNET,Tejas Networks Ltd,2000,"₹10,828 Cr",Mid Cap,Communications & Networking,₹621,0.89%,₹605,"₹1,460",2.65%,-57.46%,₹678,₹705,₹932,-0.76%,-2.76%,-10.82%,-16.83%,-37.41%,-52.03%,33.76%,1013.70%,1337104,1095909,978069,1825019,2143501,-26.73%,-39.95%,-46.41%,-37.62%,-48.87%,-54.37%,-14.86%,0.7,₹616,63,10,9,10.00%
KERNEX,Kernex Microsystems (India) Limited,1991,"₹1,725 Cr",Small Cap,Communications & Networking,"₹1,041",-0.57%,₹518,"₹1,580",100.95%,-34.13%,"₹1,152","₹1,148","₹1,034",-4.05%,-8.11%,-16.94%,32.61%,-15.38%,86.71%,375.61%,5812.57%,40722,44115,40479,147860,132272,-72.46%,-70.16%,-72.62%,-69.21%,-66.65%,-69.40%,11.78%,0.3,"₹1,047",35,30,25,19.88%
500346,Punjab Communications Ltd,1981,₹67 Cr,Nano Cap,Communications & Networking,₹56,-0.99%,₹41,₹74,36.74%,-25.09%,₹57,₹57,₹53,-0.84%,-1.92%,-5.39%,2.42%,1.61%,-19.86%,48.97%,321.98%,3328,3827,2869,7583,5513,-56.11%,-49.53%,-62.17%,-39.63%,-30.57%,-47.96%,37.57%,0.4,₹56,,0,,
NITIRAJ,Nitiraj Engineers Ltd,1999,₹206 Cr,Micro Cap,"Machinery, Equipment & Components",₹201,-2.24%,₹186,₹422,7.98%,-52.30%,₹206,₹217,₹243,-2.93%,-7.42%,-1.95%,-23.33%,-8.75%,-26.90%,143.76%,,3678,2953,4527,6763,34262,-45.61%,-56.34%,-33.05%,-89.26%,-91.38%,-86.79%,-80.26%,0.5,₹206,43,5,4,34.57%
509945,Thacker and Company Ltd,1878,₹174 Cr,Micro Cap,Real Estate Operations,"₹1,600",-0.24%,₹965,"₹2,283",65.80%,-29.91%,"₹1,628","₹1,584","₹1,575",2.39%,-0.62%,-6.98%,12.28%,-14.04%,35.04%,,,9,29,109,1004,550,-99.10%,-97.15%,-89.19%,-98.36%,-94.80%,-80.26%,82.51%,0.0,"₹1,604",8,192,100,92.38%
500370,Salora International Ltd,1968,₹40 Cr,Nano Cap,"Computers, Phones & Household Electronics",₹46,-0.43%,₹38,₹85,19.55%,-46.09%,₹45,₹45,₹54,3.15%,-2.53%,-10.23%,-3.89%,-30.27%,-24.43%,5.84%,219.20%,2939,2490,4111,7299,5300,-59.73%,-65.89%,-43.68%,-44.54%,-53.02%,-22.44%,37.71%,0.4,₹46,,-2,,
TVSELECT,TVS Electronics Ltd,1995,₹780 Cr,Small Cap,"Computers, Phones & Household Electronics",₹421,1.01%,₹271,₹555,55.09%,-24.14%,₹425,₹424,₹377,1.63%,-0.98%,-2.44%,5.97%,7.57%,15.41%,99.33%,358.49%,5650,10348,9064,124258,102903,-95.45%,-91.67%,-92.71%,-94.51%,-89.94%,-91.19%,20.75%,0.0,₹417,,-2,,
WEL,Wonder Electricals Ltd,2009,"₹2,250 Cr",Small Cap,Household Goods,₹169,-1.22%,₹121,₹200,39.31%,-15.75%,₹165,₹171,₹166,1.29%,7.31%,5.24%,5.13%,-0.30%,36.69%,,,285562,618021,583794,281755,278901,1.35%,119.35%,107.20%,2.39%,121.59%,109.32%,1.02%,1.0,₹171,136,1,2,-17.33%
541206,Orissa Bengal Carrier Ltd,1994,₹118 Cr,Micro Cap,Freight & Logistics Services,₹55,-1.90%,₹46,₹66,18.55%,-16.42%,₹55,₹55,₹55,-2.25%,2.81%,0.86%,1.48%,-2.05%,-2.89%,-50.96%,69.07%,2274,26631,6919,2909,2258,-21.83%,815.45%,137.84%,0.70%,1079.30%,206.39%,28.82%,0.8,₹56,50,1,2,-26.67%
CONCOR,Container Corporation of India Ltd,1988,"₹36,928 Cr",Large Cap,Freight & Logistics Services,₹606,-0.55%,₹481,₹847,25.99%,-28.48%,₹609,₹610,₹599,-0.25%,-2.42%,-0.15%,10.15%,0.09%,-25.36%,13.30%,70.39%,500417,638621,1284743,1749314,1466242,-71.39%,-63.49%,-26.56%,-65.87%,-56.45%,-12.38%,19.31%,0.3,₹609,36,17,15,13.07%
PTC,PTC India Ltd,1963,"₹5,874 Cr",Mid Cap,Metals & Mining,₹199,4.35%,₹128,₹247,55.53%,-19.55%,₹185,₹181,₹166,4.16%,4.06%,13.17%,10.74%,40.20%,-10.60%,155.77%,299.40%,12110458,3187171,1684369,1388148,1586719,772.42%,129.60%,21.34%,663.24%,100.87%,6.15%,-12.51%,8.7,₹190,8,26,25,5.08%
BHARTIARTL,Bharti Airtel Ltd,1995,"₹1,160,286 Cr",Mega Cap,Telecommunications Services,"₹1,937",-0.34%,"₹1,423","₹2,046",36.17%,-5.31%,"₹1,971","₹1,909","₹1,731",1.59%,0.38%,-1.50%,6.27%,17.71%,33.68%,183.01%,252.54%,4150685,4722425,5301306,7514335,7167965,-44.76%,-37.15%,-29.45%,-42.09%,-34.12%,-26.04%,4.83%,0.6,"₹1,944",35,56,65,-13.85%
500251,Trent Ltd,1952,"₹183,169 Cr",Large Cap,Diversified Retail,"₹5,153",-3.92%,"₹4,492","₹8,346",14.73%,-38.25%,"₹5,597","₹5,644","₹5,892",-3.84%,-4.88%,-15.81%,-0.95%,-6.01%,-2.98%,318.92%,837.93%,82283,38905,57993,48020,49185,71.35%,-18.98%,20.77%,67.29%,-20.90%,17.91%,-2.37%,1.7,"₹5,364",118,44,45,-3.31%
505533,Westlife Foodworld Ltd,1982,"₹11,965 Cr",Mid Cap,Hotels & Entertainment Services,₹772,-0.57%,₹641,₹960,20.37%,-19.54%,₹772,₹727,₹743,1.53%,-0.57%,2.97%,5.45%,3.55%,-7.51%,47.25%,136.75%,3897,5545,3972,6354,4312,-38.67%,-12.74%,-37.48%,-9.63%,28.58%,-7.88%,47.35%,0.6,₹777,990,1,,
DEVYANI,Devyani International Ltd,1991,"₹21,001 Cr",Large Cap,Hotels & Entertainment Services,₹175,-0.11%,₹134,₹223,30.31%,-21.60%,₹172,₹172,₹171,-1.36%,-0.34%,1.38%,-0.84%,1.96%,-2.63%,10.81%,,455856,3340988,2659937,2093151,2282218,-78.22%,59.62%,27.08%,-80.03%,46.39%,16.55%,-8.28%,0.2,₹175,2306,0,,
532605,Jbm Auto Ltd,1996,"₹7,970 Cr",Mid Cap,Automobiles & Auto Parts,₹674,4.44%,₹489,"₹1,080",37.75%,-37.56%,₹643,₹681,₹703,6.12%,4.26%,5.65%,-0.24%,-8.74%,-32.79%,211.72%,1712.10%,223608,61990,28622,65284,72580,242.52%,-5.05%,-56.16%,208.09%,-14.59%,-60.57%,-10.05%,3.6,₹645,79,9,9,-5.11%
500493,Bharat Forge Ltd,1961,"₹58,064 Cr",Large Cap,Metals & Mining,"₹1,215",-0.69%,₹919,"₹1,770",32.23%,-31.35%,"₹1,258","₹1,269","₹1,229",0.91%,-0.69%,-4.34%,9.18%,0.37%,-23.75%,73.46%,218.89%,18275,16892,29057,47453,43581,-61.49%,-64.40%,-38.77%,-58.07%,-61.24%,-33.33%,8.89%,0.4,"₹1,224",61,20,25,-19.80%
534076,RHI Magnesita India Ltd,2010,"₹10,821 Cr",Mid Cap,Construction Materials,₹509,-2.94%,₹377,₹672,34.97%,-24.34%,₹481,₹476,₹484,-1.18%,6.55%,5.20%,13.00%,7.32%,-13.94%,-1.92%,197.54%,17695,121518,41831,38349,37265,-53.86%,216.88%,9.08%,-52.52%,226.09%,12.25%,2.91%,0.5,₹524,,,100,-100.00%
SHOPERSTOP,Shoppers Stop Ltd,1997,"₹5,836 Cr",Mid Cap,Diversified Retail,₹530,-2.11%,₹467,₹943,13.45%,-43.82%,₹526,₹515,₹562,-4.03%,-7.33%,4.91%,-3.46%,-11.78%,-30.39%,-2.85%,261.16%,26961,133892,164729,88432,74089,-69.51%,51.41%,86.28%,-63.61%,80.72%,122.34%,19.36%,0.3,₹541,332,2,2,6.67%
517385,Symphony Ltd,1988,"₹7,758 Cr",Mid Cap,Household Goods,"₹1,130",-0.19%,₹954,"₹1,879",18.40%,-39.86%,"₹1,142","₹1,162","₹1,254",-2.87%,-4.02%,3.34%,-3.40%,-12.15%,-4.11%,16.56%,33.15%,5251,3476,4604,7874,7935,-33.32%,-55.86%,-41.53%,-33.82%,-56.19%,-41.98%,-0.76%,0.7,"₹1,132",37,31,25,23.56%
CAMPUS,Campus Activewear Ltd,2008,"₹8,809 Cr",Mid Cap,Textiles & Apparel,₹290,0.68%,₹210,₹372,38.26%,-21.93%,₹282,₹282,₹274,0.59%,-1.09%,1.19%,18.34%,6.41%,-6.02%,-30.41%,,279391,517432,970476,609353,726437,-54.15%,-15.09%,59.26%,-61.54%,-28.77%,33.59%,-16.12%,0.5,₹288,73,4,4,13.43%
NIITMTS,Niit Learning Systems Ltd,2001,"₹4,582 Cr",Small Cap,Professional & Business Education,₹335,0.30%,₹323,₹542,3.84%,-38.13%,₹338,₹343,₹412,-0.39%,-2.25%,-0.67%,-12.04%,-29.09%,-30.45%,,,60660,118546,188218,206744,161292,-70.66%,-42.66%,-8.96%,-62.39%,-26.50%,16.69%,28.18%,0.3,₹334,22,15,15,1.00%
NEOGEN,Neogen Chemicals Ltd,1989,"₹4,195 Cr",Small Cap,Chemicals,"₹1,590",1.81%,"₹1,393","₹2,420",14.18%,-34.29%,"₹1,601","₹1,622","₹1,812",0.14%,-0.75%,-4.57%,1.08%,-12.57%,-1.01%,16.29%,198.92%,28739,25129,24649,34307,46409,-16.23%,-26.75%,-28.15%,-38.08%,-45.85%,-46.89%,-26.08%,0.8,"₹1,562",120,13,15,-12.00%
INDIGO,Interglobe Aviation Ltd,2004,"₹226,042 Cr",Mega Cap,Passenger Transportation Services,"₹5,839",-0.99%,"₹3,780","₹6,018",54.46%,-2.98%,"₹5,872","₹5,620","₹4,855",-1.84%,0.72%,3.12%,8.87%,39.72%,31.73%,226.75%,544.39%,343255,544868,1042583,1559521,1269738,-77.99%,-65.06%,-33.15%,-72.97%,-57.09%,-17.89%,22.82%,0.2,"₹5,897",31,188,100,87.67%
VARROC,Varroc Engineering Ltd,1988,"₹8,373 Cr",Mid Cap,Automobiles & Auto Parts,₹549,-0.96%,₹374,₹656,46.77%,-16.29%,₹562,₹547,₹518,-0.33%,-3.73%,-3.82%,26.46%,0.24%,-12.51%,71.60%,184.90%,92488,73488,185237,210884,247543,-56.14%,-65.15%,-12.16%,-62.64%,-70.31%,-25.17%,-14.81%,0.4,₹554,137,4,4,14.57%
CYIENTDLM,Cyient DLM Ltd,1993,"₹3,735 Cr",Small Cap,"Machinery, Equipment & Components",₹471,0.09%,₹379,₹870,24.31%,-45.90%,₹480,₹476,₹522,-2.13%,-3.06%,-1.15%,1.32%,-6.11%,-38.98%,,,181321,355150,224984,247382,336998,-26.70%,43.56%,-9.05%,-46.20%,5.39%,-33.24%,-26.59%,0.7,₹470,55,9,9,-4.89%
LEMONTREE,Lemon Tree Hotels Ltd,1992,"₹12,346 Cr",Mid Cap,Hotels & Entertainment Services,₹156,-0.52%,₹112,₹162,38.93%,-3.94%,₹149,₹143,₹137,-0.85%,0.65%,12.31%,11.34%,14.90%,6.25%,140.32%,561.78%,1310250,3108094,4177418,2887210,3273376,-54.62%,7.65%,44.69%,-59.97%,-5.05%,27.62%,-11.80%,0.5,₹157,63,2,2,65.33%
LANDMARK,Landmark Cars Ltd,2006,"₹2,073 Cr",Small Cap,Specialty Retailers,₹501,-2.16%,₹330,₹703,51.91%,-28.73%,₹523,₹496,₹521,-2.39%,-7.33%,-4.46%,18.70%,-11.32%,-22.43%,,,32748,45594,62971,116618,103560,-71.92%,-60.90%,-46.00%,-68.38%,-55.97%,-39.19%,12.61%,0.3,₹512,130,4,4,10.00%
ORIENTELEC,Orient Electric Ltd,2016,"₹4,603 Cr",Small Cap,Household Goods,₹217,-0.64%,₹177,₹297,22.71%,-26.81%,₹222,₹226,₹228,-1.30%,-3.71%,-1.76%,-9.77%,-4.54%,-20.03%,-21.66%,22.61%,93972,101407,88069,135954,201130,-30.88%,-25.41%,-35.22%,-53.28%,-49.58%,-56.21%,-32.40%,0.7,₹219,56,4,4,11.43%
VRLLOG,VRL Logistics Ltd,1983,"₹5,551 Cr",Mid Cap,Freight & Logistics Services,₹635,1.56%,₹433,₹649,46.49%,-2.22%,₹612,₹584,₹523,0.81%,-1.54%,12.68%,34.02%,37.81%,11.27%,-4.54%,329.72%,73134,67288,167690,209627,184879,-65.11%,-67.90%,-20.01%,-60.44%,-63.60%,-9.30%,13.39%,0.3,₹625,30,21,25,-16.36%
IRB,Irb Infrastructure Developers Ltd,1998,"₹28,631 Cr",Large Cap,Construction & Engineering,₹47,-2.45%,₹41,₹68,15.75%,-30.10%,₹49,₹50,₹50,-1.96%,-2.00%,-4.28%,0.83%,-8.26%,-28.42%,128.65%,290.57%,10671478,7564278,9374447,13892941,15168584,-23.19%,-45.55%,-32.52%,-29.65%,-50.13%,-38.20%,-8.41%,0.8,₹49,4,11,9,19.22%
SFL,Sheela Foam Ltd,1971,"₹7,182 Cr",Mid Cap,Household Goods,₹660,-0.99%,₹619,"₹1,062",6.67%,-37.83%,₹689,₹681,₹778,-1.47%,-3.97%,-12.67%,0.42%,-28.96%,-35.82%,-53.29%,-7.99%,71653,76013,106962,204202,160398,-64.91%,-62.78%,-47.62%,-55.33%,-52.61%,-33.31%,27.31%,0.4,₹667,75,9,9,-1.89%
NYKAA,Fsn E-Commerce Ventures Ltd,2012,"₹61,609 Cr",Large Cap,Diversified Retail,₹215,-1.51%,₹155,₹230,39.06%,-6.27%,₹212,₹204,₹182,-2.10%,-0.95%,5.32%,10.78%,28.46%,18.43%,-11.29%,,2063162,3584917,10064078,11590626,9539754,-82.20%,-69.07%,-13.17%,-78.37%,-62.42%,5.50%,21.50%,0.2,₹219,937,0,,
500103,Bharat Heavy Electricals Ltd,1964,"₹87,417 Cr",Large Cap,"Machinery, Equipment & Components",₹251,-0.06%,₹176,₹328,42.56%,-23.44%,₹254,₹256,₹256,0.18%,-0.91%,-4.45%,8.69%,24.98%,-19.36%,381.62%,591.16%,117182,1,1,8,8,1420287.88%,-87.88%,-87.88%,1420287.88%,-87.88%,-87.88%,0.00%,"14,203.9",₹251,164,2,2,2.00%
500043,Bata India Ltd,1931,"₹15,582 Cr",Mid Cap,Textiles & Apparel,"₹1,212",0.58%,"₹1,136","₹1,632",6.65%,-25.74%,"₹1,233","₹1,233","₹1,289",0.21%,-1.41%,0.00%,-0.46%,-5.18%,-24.11%,-32.75%,-4.18%,4250,5635,6855,8374,8942,-49.25%,-32.71%,-18.14%,-52.47%,-36.99%,-23.34%,-6.36%,0.5,"₹1,205",47,26,25,2.92%
LUXIND,Lux Industries Ltd,1995,"₹4,325 Cr",Small Cap,Textiles & Apparel,"₹1,438",-0.08%,"₹1,211","₹2,493",18.76%,-42.31%,"₹1,462","₹1,483","₹1,598",-0.33%,-2.86%,-0.31%,2.73%,-9.36%,-26.10%,-23.26%,27.30%,18012,19695,26720,37688,48641,-52.21%,-47.74%,-29.10%,-62.97%,-59.51%,-45.07%,-22.52%,0.5,"₹1,439",26,55,45,22.16%
500238,Whirlpool Of India Ltd,1960,"₹17,839 Cr",Mid Cap,Household Goods,"₹1,409",-2.40%,₹899,"₹2,450",56.68%,-42.51%,"₹1,390","₹1,339","₹1,439",-1.63%,0.22%,1.97%,17.44%,-13.36%,-30.83%,-18.64%,-35.75%,2605,10505,7292,14062,20686,-81.48%,-25.30%,-48.15%,-87.41%,-49.22%,-64.75%,-32.02%,0.2,"₹1,443",50,28,25,13.20%
TRIDENT,Trident Ltd,1990,"₹15,891 Cr",Mid Cap,Textiles & Apparel,₹31,1.58%,₹23,₹41,36.26%,-24.03%,₹31,₹31,₹30,3.69%,-1.10%,7.71%,17.13%,6.08%,-15.71%,-15.94%,399.24%,12389268,8180380,12058721,13047149,11839745,-5.04%,-37.30%,-7.58%,4.64%,-30.91%,1.85%,10.20%,0.9,₹31,43,1,,
532313,Mahindra Lifespace Developers Ltd,1999,"₹8,069 Cr",Mid Cap,Real Estate Operations,₹379,-0.68%,₹254,₹584,49.30%,-35.15%,₹366,₹354,₹365,-1.60%,3.02%,3.05%,23.40%,4.40%,-32.06%,-1.38%,498.94%,7051,17129,25645,36103,39778,-80.47%,-52.56%,-28.97%,-82.27%,-56.94%,-35.53%,-9.24%,0.2,₹382,104,4,4,3.71%
531531,Hatsun Agro Product Ltd,1986,"₹21,040 Cr",Large Cap,Food & Tobacco,₹944,-1.74%,₹817,"₹1,350",15.57%,-30.06%,₹955,₹949,₹981,-1.54%,-0.14%,-0.74%,0.51%,0.29%,-22.74%,2.53%,90.19%,1408,17540,4922,3225,3163,-56.34%,443.93%,52.64%,-55.49%,454.47%,55.59%,1.94%,0.4,₹961,74,13,15,-15.13%
514162,Welspun Living Ltd,1985,"₹13,146 Cr",Mid Cap,Textiles & Apparel,₹141,2.36%,₹105,₹213,34.14%,-33.90%,₹141,₹140,₹142,0.64%,1.19%,1.29%,10.65%,-6.77%,-21.36%,96.67%,276.13%,223227,262547,618377,618701,448478,-63.92%,-57.56%,-0.05%,-50.23%,-41.46%,37.88%,37.96%,0.4,₹138,29,5,6,-9.00%
QUESS,Quess Corp Ltd,2007,"₹4,575 Cr",Small Cap,Professional & Commercial Services,₹308,-0.50%,₹272,₹448,13.28%,-31.18%,₹309,₹315,₹532,-1.55%,-3.08%,3.41%,-8.16%,-49.10%,-56.71%,-44.38%,-9.05%,162430,223925,287662,316769,373167,-48.72%,-29.31%,-9.19%,-56.47%,-39.99%,-22.91%,-15.11%,0.5,₹310,100,3,4,-12.29%
PAYTM,One 97 Communications Ltd,2000,"₹70,563 Cr",Large Cap,Professional & Commercial Services,"₹1,104",3.07%,₹447,"₹1,129",146.87%,-2.17%,₹970,₹924,₹857,5.04%,10.47%,22.95%,24.75%,36.23%,138.55%,57.39%,,16825080,11728002,5379253,5787275,5807681,190.73%,102.65%,-7.05%,189.70%,101.94%,-7.38%,-0.35%,2.9,"₹1,071",249,4,4,26.86%
ADANIPORTS,Adani Ports and Special Economic Zone Ld,1998,"₹305,009 Cr",Mega Cap,Transport Infrastructure,"₹1,413",-0.56%,₹996,"₹1,605",41.91%,-11.97%,"₹1,439","₹1,423","₹1,261",-0.55%,-2.73%,1.34%,16.68%,29.02%,-4.98%,88.45%,356.79%,598011,855853,1275114,2523392,2728445,-76.30%,-66.08%,-49.47%,-78.08%,-68.63%,-53.27%,-7.52%,0.2,"₹1,421",28,51,45,14.11%
KEC,KEC International Ltd,2005,"₹23,399 Cr",Large Cap,Construction & Engineering,₹879,2.47%,₹627,"₹1,313",40.09%,-33.07%,₹886,₹877,₹889,1.25%,-0.04%,-5.36%,21.20%,5.29%,-0.57%,90.39%,234.92%,635854,404244,659103,1220661,1574115,-47.91%,-66.88%,-46.00%,-59.61%,-74.32%,-58.13%,-22.45%,0.5,₹858,40,22,25,-12.80%
MEDPLUS,MedPlus Health Services Ltd,2006,"₹10,652 Cr",Mid Cap,Food & Drug Retailing,₹890,0.63%,₹616,"₹1,045",44.47%,-14.86%,₹890,₹902,₹798,-1.41%,-3.00%,-0.43%,8.39%,22.46%,30.63%,22.64%,,147801,80467,124962,185655,179346,-20.39%,-56.66%,-32.69%,-17.59%,-55.13%,-30.32%,3.52%,0.8,₹884,71,13,15,-16.53%
KPIL,Kalpataru Projects International Ltd,1981,"₹20,455 Cr",Large Cap,Construction & Engineering,"₹1,204",0.52%,₹786,"₹1,449",53.12%,-16.91%,"₹1,198","₹1,172","₹1,108",1.52%,1.16%,-3.08%,25.81%,12.98%,-8.81%,,,114466,125010,269024,287978,438857,-60.25%,-56.59%,-6.58%,-73.92%,-71.51%,-38.70%,-34.38%,0.4,"₹1,198",,,100,-100.00%
ABFRL,Aditya Birla Fashion and Retail Ltd,2007,"₹9,151 Cr",Mid Cap,Specialty Retailers,₹75,-0.62%,₹71,₹122,6.68%,-38.16%,₹77,₹80,₹98,-0.50%,-0.61%,0.56%,-27.49%,-26.98%,-39.03%,-25.17%,58.84%,4167330,5596449,8535611,12158766,7380068,-65.73%,-53.97%,-29.80%,-43.53%,-24.17%,15.66%,64.75%,0.3,₹76,,-5,,
500114,Titan Company Ltd,1984,"₹309,081 Cr",Mega Cap,Textiles & Apparel,"₹3,484",0.34%,"₹2,948","₹3,866",18.19%,-9.89%,"₹3,521","₹3,533","₹3,353",0.38%,1.50%,-4.62%,3.39%,2.50%,2.30%,51.93%,234.51%,29016,28958,36041,31708,30908,-8.49%,-8.67%,13.67%,-6.12%,-6.31%,16.61%,2.59%,0.9,"₹3,472",93,38,45,-16.42%
SENCO,Senco Gold Ltd,1994,"₹5,655 Cr",Mid Cap,Textiles & Apparel,₹345,-2.67%,₹227,₹772,51.72%,-55.31%,₹351,₹356,₹429,-4.83%,-7.47%,0.24%,-4.28%,-23.26%,-26.42%,,,378411,595259,673983,541833,843617,-30.16%,9.86%,24.39%,-55.14%,-29.44%,-20.11%,-35.77%,0.7,₹354,34,10,9,12.00%
532343,TVS Motor Company Ltd,1992,"₹132,606 Cr",Large Cap,Automobiles & Auto Parts,"₹2,800",-0.09%,"₹2,170","₹2,961",29.03%,-5.43%,"₹2,858","₹2,814","₹2,558",0.11%,-2.73%,-4.01%,-0.13%,23.32%,14.31%,224.00%,604.49%,17926,12970,17945,27614,21802,-35.08%,-53.03%,-35.02%,-17.78%,-40.51%,-17.69%,26.66%,0.6,"₹2,803",60,46,45,3.16%
ARVINDFASN,ARVIND FASHIONS LTD,2016,"₹6,715 Cr",Mid Cap,Specialty Retailers,₹503,0.06%,₹320,₹640,57.09%,-21.37%,₹476,₹472,₹474,0.07%,2.00%,1.01%,21.24%,5.09%,5.79%,71.68%,287.76%,123540,423659,462530,383987,391112,-67.83%,10.33%,20.45%,-68.41%,8.32%,18.26%,-1.82%,0.3,₹503,,-3,,
ASTERDM,Aster DM Healthcare Ltd,2008,"₹30,673 Cr",Large Cap,Healthcare Providers & Services,₹594,-0.83%,₹319,₹675,85.79%,-12.07%,₹604,₹583,₹500,-0.84%,-0.14%,0.22%,15.57%,19.52%,82.31%,158.42%,361.44%,499804,759837,2101772,1407848,1313185,-64.50%,-46.03%,49.29%,-61.94%,-42.14%,60.05%,7.21%,0.4,₹598,97,6,6,2.50%
533148,JSW Energy Ltd,1994,"₹92,892 Cr",Large Cap,Electrical Utilities & IPPs,₹532,-0.29%,₹419,₹805,26.97%,-33.89%,₹524,₹514,₹555,0.19%,0.12%,4.52%,11.57%,-2.38%,-20.38%,138.78%,1080.11%,45604,169205,180083,182381,202272,-75.00%,-7.22%,-1.26%,-77.45%,-16.35%,-10.97%,-9.83%,0.2,₹534,48,11,9,24.22%
532929,Brigade Enterprises Limited,1995,"₹25,885 Cr",Large Cap,Real Estate Operations,"₹1,061",1.13%,₹813,"₹1,450",30.47%,-26.86%,"₹1,090","₹1,130","₹1,110",-2.34%,-6.37%,-8.33%,3.48%,2.61%,-12.94%,119.29%,667.92%,38207,21500,14900,14282,24215,167.52%,50.54%,4.33%,57.78%,-11.21%,-38.47%,-41.02%,2.7,"₹1,049",37,29,25,14.72%
532934,PPAP Automotive Ltd,1995,₹337 Cr,Micro Cap,Automobiles & Auto Parts,₹242,-0.92%,₹152,₹276,59.47%,-12.25%,₹234,₹232,₹202,3.79%,6.90%,1.93%,39.31%,17.02%,12.30%,16.12%,50.47%,1988,1520,1097,3628,2703,-45.21%,-58.11%,-69.77%,-26.46%,-43.78%,-59.42%,34.22%,0.5,₹245,49,5,4,41.43%
